date,subdivision,certificate_type,processing_time,status
2024-08-27 12:58:45.735466,South,Birth,28,Rejected
2024-08-04 12:58:45.735497,North,Income,16,Issued
2024-08-16 12:58:45.735540,Central,Marriage,24,Issued
2024-08-26 12:58:45.735571,North,Death,25,Pending
2024-08-11 12:58:45.735604,North,Income,29,Issued
2024-08-07 12:58:45.735634,Central,Birth,7,Rejected
2024-08-21 12:58:45.735663,Central,Income,6,Pending
2024-08-14 12:58:45.735693,South,Caste,25,Rejected
2024-08-25 12:58:45.735721,Central,Income,6,Issued
2024-08-17 12:58:45.735751,Central,Marriage,5,Rejected
2024-08-11 12:58:45.735781,South,Marriage,4,Rejected
2024-08-20 12:58:45.735812,South,Income,21,Rejected
2024-08-05 12:58:45.735850,West,Domicile,2,Issued
2024-08-21 12:58:45.735880,Central,Death,14,Pending
2024-08-09 12:58:45.735920,West,Income,2,Issued
2024-08-02 12:58:45.735954,Central,Death,11,Issued
2024-08-27 12:58:45.735999,North,Death,5,Pending
2024-08-13 12:58:45.736034,North,Income,27,Issued
2024-08-09 12:58:45.736067,South,Birth,15,Pending
2024-08-26 12:58:45.736099,West,Marriage,10,Issued
2024-08-10 12:58:45.736145,East,Caste,24,Issued
2024-08-25 12:58:45.736189,West,Death,19,Rejected
2024-08-06 12:58:45.736224,Central,Domicile,5,Issued
2024-08-22 12:58:45.736257,East,Marriage,12,Issued
2024-08-14 12:58:45.736285,Central,Caste,18,Issued
2024-08-08 12:58:45.736317,West,Domicile,12,Pending
2024-08-13 12:58:45.736370,South,Birth,2,Issued
2024-08-08 12:58:45.736403,South,Caste,28,Issued
2024-08-08 12:58:45.736436,Central,Marriage,19,Issued
2024-08-21 12:58:45.736466,North,Income,3,Issued
2024-08-19 12:58:45.736496,North,Domicile,22,Rejected
2024-08-01 12:58:45.736541,South,Income,15,Issued
2024-08-17 12:58:45.736576,East,Caste,3,Issued
2024-08-28 12:58:45.736624,South,Marriage,27,Issued
2024-08-17 12:58:45.736661,West,Income,5,Issued
2024-08-29 12:58:45.736689,East,Income,15,Issued
2024-08-24 12:58:45.736718,East,Income,7,Issued
2024-08-26 12:58:45.736748,West,Domicile,17,Issued
2024-08-20 12:58:45.736776,Central,Domicile,6,Issued
2024-08-16 12:58:45.736804,West,Income,3,Pending
2024-08-18 12:58:45.736833,South,Birth,14,Rejected
2024-08-16 12:58:45.736861,East,Birth,16,Rejected
2024-08-07 12:58:45.736891,North,Income,24,Pending
2024-08-13 12:58:45.736920,North,Birth,6,Pending
2024-08-18 12:58:45.736964,North,Birth,28,Issued
2024-08-10 12:58:45.736995,East,Death,27,Issued
2024-08-04 12:58:45.737030,Central,Income,9,Issued
2024-08-06 12:58:45.737069,East,Marriage,23,Issued
2024-08-03 12:58:45.737109,East,Domicile,21,Issued
2024-08-22 12:58:45.737138,North,Birth,22,Rejected
2024-08-20 12:58:45.737167,Central,Income,22,Pending
2024-08-03 12:58:45.737198,North,Death,6,Rejected
2024-08-26 12:58:45.737230,North,Marriage,22,Rejected
2024-08-19 12:58:45.737260,West,Marriage,4,Rejected
2024-08-05 12:58:45.737293,Central,Death,29,Pending
2024-08-06 12:58:45.737320,North,Death,3,Pending
2024-08-01 12:58:45.737405,East,Birth,5,Pending
2024-08-13 12:58:45.737443,West,Domicile,23,Issued
2024-08-13 12:58:45.737475,South,Marriage,4,Rejected
2024-08-19 12:58:45.737506,South,Domicile,27,Issued
2024-08-02 12:58:45.737538,North,Income,29,Issued
2024-08-22 12:58:45.737570,West,Caste,24,Pending
2024-08-25 12:58:45.737598,East,Birth,25,Rejected
2024-08-16 12:58:45.737628,East,Caste,9,Pending
2024-08-27 12:58:45.737659,South,Death,15,Rejected
2024-08-12 12:58:45.737687,South,Marriage,14,Issued
2024-08-20 12:58:45.737715,South,Caste,17,Issued
2024-08-14 12:58:45.737744,North,Marriage,6,Pending
2024-08-14 12:58:45.737795,South,Caste,8,Issued
2024-08-03 12:58:45.737826,West,Birth,15,Pending
2024-08-11 12:58:45.737856,Central,Death,12,Rejected
2024-08-23 12:58:45.737888,South,Domicile,6,Issued
2024-08-13 12:58:45.737918,East,Marriage,18,Pending
2024-08-27 12:58:45.737946,East,Death,8,Pending
2024-08-23 12:58:45.737974,North,Marriage,1,Issued
2024-08-11 12:58:45.738007,North,Income,1,Pending
2024-08-11 12:58:45.738035,East,Death,21,Pending
2024-08-29 12:58:45.738067,North,Domicile,12,Rejected
2024-08-03 12:58:45.738100,Central,Birth,22,Issued
2024-08-28 12:58:45.738131,West,Caste,11,Issued
2024-08-12 12:58:45.738160,North,Birth,11,Issued
2024-08-29 12:58:45.738188,North,Marriage,18,Issued
2024-08-18 12:58:45.738214,West,Birth,13,Issued
2024-08-01 12:58:45.738257,West,Birth,24,Pending
2024-08-25 12:58:45.738288,West,Marriage,19,Issued
2024-08-06 12:58:45.738315,North,Birth,5,Pending
2024-08-05 12:58:45.738348,South,Domicile,28,Rejected
2024-08-06 12:58:45.738377,West,Caste,16,Issued
2024-08-28 12:58:45.738409,North,Caste,10,Pending
2024-08-21 12:58:45.738443,South,Domicile,29,Issued
2024-08-15 12:58:45.738474,South,Income,24,Pending
2024-08-22 12:58:45.738501,North,Birth,4,Pending
2024-08-06 12:58:45.738545,West,Death,25,Rejected
2024-08-08 12:58:45.738577,Central,Domicile,17,Issued
2024-08-17 12:58:45.738606,North,Income,22,Rejected
2024-08-13 12:58:45.738664,Central,Domicile,8,Issued
2024-08-12 12:58:45.738693,North,Caste,18,Issued
2024-08-18 12:58:45.738729,Central,Caste,8,Issued
2024-08-27 12:58:45.738760,West,Marriage,14,Issued
2024-08-24 12:58:45.738793,West,Caste,10,Issued
2024-08-06 12:58:45.738850,Central,Death,25,Rejected
2024-08-21 12:58:45.738887,East,Birth,18,Issued
2024-08-14 12:58:45.738925,Central,Birth,23,Issued
2024-08-05 12:58:45.738954,West,Marriage,14,Issued
2024-08-26 12:58:45.738990,South,Birth,25,Issued
2024-08-19 12:58:45.739023,West,Caste,1,Issued
2024-08-14 12:58:45.739058,West,Caste,13,Issued
2024-08-21 12:58:45.739088,North,Domicile,8,Pending
2024-08-18 12:58:45.739118,East,Caste,4,Issued
2024-08-21 12:58:45.739145,East,Death,18,Pending
2024-08-29 12:58:45.739174,South,Income,3,Rejected
2024-08-16 12:58:45.739205,East,Caste,24,Issued
2024-08-25 12:58:45.739242,North,Death,7,Issued
2024-08-04 12:58:45.739282,East,Death,11,Pending
2024-08-28 12:58:45.739315,North,Caste,2,Pending
2024-08-13 12:58:45.739346,Central,Death,14,Rejected
2024-08-29 12:58:45.739377,South,Death,10,Issued
2024-08-14 12:58:45.739408,North,Marriage,20,Issued
2024-08-05 12:58:45.739459,West,Income,25,Issued
2024-08-23 12:58:45.739524,East,Domicile,7,Pending
2024-08-12 12:58:45.739564,South,Marriage,3,Issued
2024-08-09 12:58:45.739601,North,Income,15,Issued
2024-08-10 12:58:45.739631,South,Caste,28,Issued
2024-08-26 12:58:45.739667,North,Death,20,Issued
2024-08-16 12:58:45.739695,Central,Caste,9,Issued
2024-08-15 12:58:45.739723,South,Marriage,16,Issued
2024-08-25 12:58:45.739751,East,Death,15,Issued
2024-08-18 12:58:45.739783,West,Domicile,23,Pending
2024-08-05 12:58:45.739811,West,Marriage,7,Issued
2024-08-23 12:58:45.739840,East,Income,7,Issued
2024-08-18 12:58:45.739868,East,Death,17,Issued
2024-08-23 12:58:45.739898,West,Domicile,23,Rejected
2024-08-16 12:58:45.739928,East,Domicile,23,Issued
2024-08-03 12:58:45.739955,North,Caste,26,Issued
2024-08-26 12:58:45.739989,North,Caste,20,Issued
2024-08-05 12:58:45.740022,West,Income,23,Issued
2024-08-22 12:58:45.740050,East,Caste,7,Issued
2024-08-02 12:58:45.740080,Central,Caste,16,Pending
2024-08-29 12:58:45.740110,South,Domicile,27,Rejected
2024-08-03 12:58:45.740138,West,Birth,17,Issued
2024-08-14 12:58:45.740166,North,Domicile,29,Pending
2024-08-28 12:58:45.740201,East,Birth,1,Rejected
2024-08-03 12:58:45.740238,Central,Marriage,29,Issued
2024-08-25 12:58:45.740269,East,Income,6,Issued
2024-08-04 12:58:45.740306,Central,Marriage,25,Issued
2024-08-06 12:58:45.740339,South,Marriage,4,Issued
2024-08-12 12:58:45.740368,North,Birth,10,Issued
2024-08-25 12:58:45.740396,East,Death,20,Pending
2024-08-16 12:58:45.740427,North,Income,15,Issued
2024-08-21 12:58:45.740460,South,Income,4,Issued
2024-08-17 12:58:45.740491,Central,Domicile,19,Issued
2024-08-21 12:58:45.740518,Central,Income,5,Pending
2024-08-17 12:58:45.740571,West,Domicile,16,Pending
2024-08-15 12:58:45.740608,North,Income,24,Pending
2024-08-15 12:58:45.740649,Central,Death,15,Issued
2024-08-16 12:58:45.740683,West,Income,12,Issued
2024-08-30 12:58:45.740715,North,Marriage,25,Issued
2024-08-05 12:58:45.740745,South,Caste,24,Rejected
2024-08-20 12:58:45.740776,East,Marriage,27,Issued
2024-08-21 12:58:45.740804,East,Death,20,Issued
2024-08-18 12:58:45.740832,North,Domicile,6,Issued
2024-08-26 12:58:45.740860,North,Caste,11,Issued
2024-08-15 12:58:45.740897,East,Income,26,Pending
2024-08-28 12:58:45.740934,West,Marriage,11,Rejected
2024-08-01 12:58:45.740965,South,Caste,3,Pending
2024-08-04 12:58:45.740996,Central,Domicile,3,Issued
2024-08-11 12:58:45.741025,West,Birth,3,Issued
2024-08-13 12:58:45.741053,Central,Birth,10,Issued
2024-08-08 12:58:45.741081,East,Birth,29,Rejected
2024-08-30 12:58:45.741110,South,Domicile,15,Issued
2024-08-08 12:58:45.741143,West,Domicile,26,Issued
2024-08-09 12:58:45.741175,South,Death,21,Pending
2024-08-02 12:58:45.741201,South,Birth,14,Pending
2024-08-13 12:58:45.741266,East,Birth,11,Issued
2024-08-19 12:58:45.741309,North,Caste,16,Issued
2024-08-19 12:58:45.741339,South,Death,14,Rejected
2024-08-14 12:58:45.741370,South,Death,17,Issued
2024-08-29 12:58:45.741396,Central,Death,13,Issued
2024-08-25 12:58:45.741425,East,Domicile,25,Rejected
2024-08-13 12:58:45.741454,North,Death,2,Issued
2024-08-01 12:58:45.741592,East,Income,1,Issued
2024-08-26 12:58:45.741624,West,Death,27,Pending
2024-08-01 12:58:45.741654,Central,Marriage,23,Issued
2024-08-23 12:58:45.741685,North,Death,7,Issued
2024-08-03 12:58:45.741717,North,Caste,29,Issued
2024-08-04 12:58:45.741746,East,Death,26,Issued
2024-08-07 12:58:45.741771,East,Caste,7,Issued
2024-08-05 12:58:45.741797,South,Death,8,Issued
2024-08-20 12:58:45.741826,South,Death,21,Issued
2024-08-21 12:58:45.741854,West,Marriage,12,Issued
2024-08-01 12:58:45.741883,Central,Domicile,17,Issued
2024-08-05 12:58:45.741911,West,Death,16,Issued
2024-08-08 12:58:45.741940,South,Death,22,Rejected
2024-08-18 12:58:45.741970,South,Death,14,Issued
2024-08-18 12:58:45.741997,North,Caste,7,Issued
2024-08-01 12:58:45.742026,Central,Death,10,Issued
2024-08-27 12:58:45.742056,South,Marriage,17,Issued
2024-08-06 12:58:45.742083,South,Caste,13,Issued
2024-08-25 12:58:45.742112,East,Marriage,9,Pending
2024-08-11 12:58:45.742139,West,Birth,23,Issued
2024-08-07 12:58:45.742172,West,Caste,29,Pending
2024-08-26 12:58:45.742206,Central,Domicile,11,Pending
2024-08-21 12:58:45.742232,Central,Birth,21,Issued
2024-08-08 12:58:45.742259,South,Income,15,Issued
2024-08-14 12:58:45.742295,Central,Death,4,Issued
2024-08-27 12:58:45.742330,West,Death,14,Issued
2024-08-16 12:58:45.742358,Central,Domicile,13,Issued
2024-08-05 12:58:45.742387,Central,Income,10,Issued
2024-08-20 12:58:45.742416,Central,Birth,1,Pending
2024-08-12 12:58:45.742457,West,Death,15,Issued
2024-08-27 12:58:45.742488,West,Domicile,7,Pending
2024-08-01 12:58:45.742516,West,Income,10,Rejected
2024-08-27 12:58:45.742544,South,Domicile,12,Issued
2024-08-23 12:58:45.742572,South,Income,23,Pending
2024-08-24 12:58:45.742600,West,Death,28,Issued
2024-08-24 12:58:45.742626,East,Caste,19,Pending
2024-08-03 12:58:45.742653,Central,Death,2,Issued
2024-08-09 12:58:45.742696,West,Death,29,Issued
2024-08-17 12:58:45.742734,East,Caste,24,Issued
2024-08-19 12:58:45.742764,North,Birth,5,Issued
2024-08-01 12:58:45.742792,Central,Income,25,Pending
2024-08-12 12:58:45.742818,West,Marriage,2,Rejected
2024-08-13 12:58:45.742849,East,Caste,22,Rejected
2024-08-28 12:58:45.742879,Central,Caste,22,Issued
2024-08-08 12:58:45.742906,North,Caste,19,Pending
2024-08-05 12:58:45.742933,West,Birth,16,Issued
2024-08-27 12:58:45.742962,East,Income,22,Issued
2024-08-17 12:58:45.742989,East,Marriage,20,Pending
2024-08-09 12:58:45.743017,Central,Death,12,Issued
2024-08-01 12:58:45.743045,Central,Domicile,24,Pending
2024-08-11 12:58:45.743070,Central,Death,13,Issued
2024-08-20 12:58:45.743099,East,Domicile,24,Issued
2024-08-03 12:58:45.743131,South,Income,14,Issued
2024-08-01 12:58:45.743178,Central,Death,16,Pending
2024-08-05 12:58:45.743209,North,Caste,25,Pending
2024-08-19 12:58:45.743240,East,Birth,18,Rejected
2024-08-16 12:58:45.743266,East,Death,16,Issued
2024-08-25 12:58:45.743299,Central,Birth,19,Rejected
2024-08-14 12:58:45.743326,Central,Birth,28,Rejected
2024-08-06 12:58:45.743368,Central,Death,7,Rejected
2024-08-13 12:58:45.743401,South,Income,25,Issued
2024-08-09 12:58:45.743431,South,Income,19,Rejected
2024-08-27 12:58:45.743459,Central,Domicile,18,Issued
2024-08-09 12:58:45.743485,North,Domicile,2,Issued
2024-08-29 12:58:45.743513,South,Domicile,8,Issued
2024-08-07 12:58:45.743542,East,Income,23,Issued
2024-08-14 12:58:45.743570,South,Caste,15,Pending
2024-08-28 12:58:45.743598,Central,Marriage,9,Pending
2024-08-27 12:58:45.743627,North,Death,15,Issued
2024-08-22 12:58:45.743677,East,Income,20,Rejected
2024-08-27 12:58:45.743708,West,Caste,10,Issued
2024-08-06 12:58:45.743746,North,Death,25,Pending
2024-08-16 12:58:45.743775,East,Marriage,19,Issued
2024-08-23 12:58:45.743803,Central,Domicile,10,Issued
2024-08-26 12:58:45.743832,South,Caste,4,Issued
2024-08-24 12:58:45.743858,East,Birth,6,Issued
2024-08-28 12:58:45.743886,West,Birth,19,Issued
2024-08-03 12:58:45.743915,Central,Death,27,Issued
2024-08-30 12:58:45.743943,West,Birth,20,Pending
2024-08-18 12:58:45.743971,East,Birth,13,Issued
2024-08-02 12:58:45.743999,South,Marriage,16,Pending
2024-08-07 12:58:45.744022,West,Marriage,19,Issued
2024-08-21 12:58:45.744050,West,Birth,17,Issued
2024-08-27 12:58:45.744079,North,Marriage,26,Pending
2024-08-28 12:58:45.744113,North,Birth,27,Issued
2024-08-15 12:58:45.744145,East,Birth,24,Rejected
2024-08-11 12:58:45.744172,East,Domicile,3,Pending
2024-08-19 12:58:45.744203,West,Birth,10,Issued
2024-08-30 12:58:45.744243,South,Caste,20,Issued
2024-08-27 12:58:45.744289,Central,Death,9,Rejected
2024-08-24 12:58:45.744317,South,Birth,12,Issued
2024-08-01 12:58:45.744347,Central,Income,29,Issued
2024-08-22 12:58:45.744382,West,Death,9,Pending
2024-08-11 12:58:45.744414,West,Caste,9,Issued
2024-08-03 12:58:45.744445,South,Income,16,Rejected
2024-08-20 12:58:45.744476,West,Domicile,4,Issued
2024-08-18 12:58:45.744503,West,Marriage,3,Rejected
2024-08-15 12:58:45.744529,North,Death,25,Issued
2024-08-18 12:58:45.744556,South,Caste,27,Pending
2024-08-13 12:58:45.744583,Central,Income,5,Issued
2024-08-22 12:58:45.744614,Central,Marriage,22,Rejected
2024-08-23 12:58:45.744644,West,Marriage,2,Issued
2024-08-24 12:58:45.744674,South,Birth,3,Issued
2024-08-27 12:58:45.744706,West,Caste,4,Pending
2024-08-21 12:58:45.744732,Central,Domicile,14,Issued
2024-08-23 12:58:45.744761,North,Birth,29,Issued
2024-08-02 12:58:45.744790,Central,Marriage,5,Pending
2024-08-12 12:58:45.744815,West,Caste,1,Issued
2024-08-10 12:58:45.744859,West,Marriage,22,Issued
2024-08-21 12:58:45.744886,East,Income,8,Issued
2024-08-19 12:58:45.744912,North,Birth,29,Issued
2024-08-11 12:58:45.744947,East,Death,4,Issued
2024-08-17 12:58:45.744978,Central,Income,29,Issued
2024-08-12 12:58:45.745007,North,Income,5,Rejected
2024-08-06 12:58:45.745034,East,Caste,2,Issued
2024-08-04 12:58:45.745062,West,Death,24,Rejected
2024-08-05 12:58:45.745093,Central,Birth,3,Issued
2024-08-18 12:58:45.745122,North,Caste,7,Pending
2024-08-05 12:58:45.745150,Central,Birth,12,Issued
2024-08-05 12:58:45.745174,South,Domicile,16,Pending
2024-08-04 12:58:45.745201,Central,Income,25,Rejected
2024-08-26 12:58:45.745231,South,Death,25,Issued
2024-08-08 12:58:45.745263,North,Birth,9,Rejected
2024-08-29 12:58:45.745291,Central,Death,4,Pending
2024-08-24 12:58:45.745314,East,Marriage,2,Issued
2024-08-01 12:58:45.745342,North,Death,9,Pending
2024-08-10 12:58:45.745369,West,Birth,5,Issued
2024-08-16 12:58:45.745397,Central,Marriage,25,Issued
2024-08-26 12:58:45.745425,North,Death,21,Issued
2024-08-15 12:58:45.745475,Central,Death,12,Issued
2024-08-22 12:58:45.745506,South,Death,2,Issued
2024-08-19 12:58:45.745533,North,Birth,17,Issued
2024-08-26 12:58:45.745561,Central,Domicile,14,Issued
2024-08-19 12:58:45.745590,South,Marriage,21,Issued
2024-08-11 12:58:45.745618,South,Death,21,Rejected
2024-08-15 12:58:45.745641,West,Marriage,13,Pending
2024-08-29 12:58:45.745669,East,Income,21,Issued
2024-08-11 12:58:45.745696,Central,Caste,26,Issued
2024-08-01 12:58:45.745724,South,Income,13,Issued
2024-08-26 12:58:45.745751,South,Domicile,8,Pending
2024-08-07 12:58:45.745781,Central,Marriage,29,Pending
2024-08-25 12:58:45.745818,West,Caste,15,Issued
2024-08-23 12:58:45.745849,West,Domicile,23,Rejected
2024-08-16 12:58:45.745875,North,Marriage,3,Pending
2024-08-15 12:58:45.746703,Central,Marriage,11,Issued
2024-08-04 12:58:45.746733,West,Domicile,1,Issued
2024-08-20 12:58:45.746760,South,Income,20,Issued
2024-08-26 12:58:45.746788,North,Marriage,18,Pending
2024-08-04 12:58:45.746832,North,Death,24,Pending
2024-08-13 12:58:45.746868,South,Birth,22,Rejected
2024-08-27 12:58:45.746905,West,Death,7,Pending
2024-08-24 12:58:45.746931,North,Income,8,Pending
2024-08-24 12:58:45.746975,Central,Income,4,Issued
2024-08-23 12:58:45.747004,Central,Marriage,16,Issued
2024-08-02 12:58:45.747034,South,Marriage,6,Pending
2024-08-27 12:58:45.747062,East,Death,5,Issued
2024-08-12 12:58:45.747087,South,Domicile,4,Issued
2024-08-14 12:58:45.747115,South,Death,2,Pending
2024-08-30 12:58:45.747141,West,Birth,16,Issued
2024-08-21 12:58:45.747169,South,Income,7,Issued
2024-08-29 12:58:45.747198,Central,Death,13,Pending
2024-08-12 12:58:45.747225,East,Caste,22,Pending
2024-08-26 12:58:45.747259,South,Income,24,Issued
2024-08-28 12:58:45.747285,North,Marriage,26,Pending
2024-08-24 12:58:45.747311,Central,Death,27,Issued
2024-08-16 12:58:45.747401,South,Death,4,Issued
2024-08-30 12:58:45.747435,West,Death,19,Issued
2024-08-15 12:58:45.747462,Central,Caste,15,Issued
2024-08-23 12:58:45.747488,North,Income,18,Issued
2024-08-05 12:58:45.747512,North,Income,12,Issued
2024-08-20 12:58:45.747540,Central,Marriage,4,Pending
2024-08-04 12:58:45.747567,Central,Income,27,Pending
2024-08-25 12:58:45.747590,North,Death,23,Issued
2024-08-12 12:58:45.747617,West,Caste,6,Issued
2024-08-22 12:58:45.747650,East,Domicile,2,Pending
2024-08-07 12:58:45.747680,East,Marriage,14,Issued
2024-08-13 12:58:45.747707,Central,Marriage,29,Issued
2024-08-25 12:58:45.747739,West,Death,27,Rejected
2024-08-30 12:58:45.747768,North,Birth,26,Issued
2024-08-29 12:58:45.747793,Central,Caste,23,Issued
2024-08-25 12:58:45.747817,North,Death,16,Issued
2024-08-21 12:58:45.747844,Central,Income,24,Issued
2024-08-28 12:58:45.747875,Central,Domicile,27,Rejected
2024-08-09 12:58:45.747902,West,Caste,15,Rejected
2024-08-26 12:58:45.747940,West,Birth,14,Issued
2024-08-29 12:58:45.747977,South,Income,12,Issued
2024-08-26 12:58:45.748007,Central,Domicile,4,Rejected
2024-08-13 12:58:45.748033,West,Caste,1,Issued
2024-08-10 12:58:45.748068,West,Marriage,21,Rejected
2024-08-18 12:58:45.748097,South,Marriage,14,Issued
2024-08-04 12:58:45.748124,West,Income,27,Pending
2024-08-11 12:58:45.748161,South,Income,2,Issued
2024-08-21 12:58:45.748187,North,Income,11,Issued
2024-08-01 12:58:45.748221,West,Caste,8,Issued
2024-08-30 12:58:45.748253,East,Caste,1,Rejected
2024-08-13 12:58:45.748283,South,Income,1,Issued
2024-08-15 12:58:45.748308,East,Marriage,10,Issued
2024-08-28 12:58:45.748335,West,Domicile,20,Issued
2024-08-01 12:58:45.748361,South,Birth,1,Rejected
2024-08-11 12:58:45.748389,Central,Caste,3,Pending
2024-08-26 12:58:45.748423,Central,Birth,29,Pending
2024-08-01 12:58:45.748449,South,Caste,14,Pending
2024-08-19 12:58:45.748479,Central,Marriage,19,Issued
2024-08-03 12:58:45.748507,East,Marriage,20,Pending
2024-08-25 12:58:45.748536,South,Marriage,11,Issued
2024-08-18 12:58:45.748563,East,Income,17,Issued
2024-08-04 12:58:45.748601,Central,Birth,19,Issued
2024-08-22 12:58:45.748630,North,Domicile,27,Issued
2024-08-07 12:58:45.748666,West,Income,3,Issued
2024-08-24 12:58:45.748700,Central,Death,11,Pending
2024-08-20 12:58:45.748727,Central,Domicile,19,Rejected
2024-08-20 12:58:45.748777,East,Income,3,Issued
2024-08-23 12:58:45.748808,Central,Birth,9,Pending
2024-08-04 12:58:45.748905,South,Marriage,27,Pending
2024-08-28 12:58:45.748932,West,Caste,9,Issued
2024-08-09 12:58:45.748988,South,Caste,22,Pending
2024-08-06 12:58:45.749015,North,Death,22,Issued
2024-08-14 12:58:45.749047,North,Caste,5,Issued
2024-08-21 12:58:45.749074,Central,Marriage,22,Issued
